0.1,-1.001948494918591983996107793699178E-598
0.2,-7.003327759715625584293843098362992E-599
0.3,-5.238986457637056030354787896250078E-599
0.4,-3.987163831802914405335805496346105E-599
0.5,-3.016171961571741570799612023523705E-599
0.6,-2.222816361563070836650945082210063E-599
0.7,-1.552042116958906547981342994174270E-599
0.8,-9.709913853447089483385315949510047E-600
0.9,-4.584679641203896907100121436080275E-600
1.0,0E-567
1.1,4.147347257429652936333164934610697E-600
1.2,7.933577654823300548211410156917652E-600
1.3,1.141656999167308589582911126998633E-599
1.4,1.464133193541405918279137639539094E-599
1.5,1.764348335782453910078588120702735E-599
1.6,2.045183034025526169872381549890738E-599
1.7,2.308985956779879068450196939833132E-599
1.8,2.557709486877243245682408230476789E-599
1.9,2.792978865604220614092282041020185E-599
2.0,3.018352468962279005945077460131570E-599
2.1,5.120642702646041678828337039537235E-561
2.2,3.003940892172976507099418966855335E-523
2.3,1.661502792474138541156218571667280E-488
2.4,2.436177425651871240612369728775170E-456
2.5,2.148873097892541431696158235385830E-426
2.6,2.207535604121471626041749619876366E-398
2.7,4.533798504286861759800212229973119E-372
2.8,2.912442920267013611939044300280905E-347
2.9,8.513706200871135952019327811630255E-324
3.0,1.555231737105111561236647524690798E-301
3.1,2.327332399933725705325498319505683E-280
3.2,3.601310787601501330621459026395550E-260
3.3,7.051085044719972639023023481893218E-241
3.4,2.083054077498558090658993976843579E-222
3.5,1.083632524111746390060229078119633E-204
3.6,1.137601941512783193536307818831644E-187
3.7,2.719634574981463608512258875628507E-171
3.8,1.648917613192739307878319281388818E-155
3.9,2.791820149583507224196741460052227E-140
4.0,1.439301112866476457912769904663105E-125
4.1,2.442696791063401588618875258218867E-111
4.2,1.464505945346914878391498708894248E-97
4.3,3.307013286264401046152811887185103E-84
4.4,2.981475065538754473841344389315306E-71
4.5,1.131881205538696732423817331127800E-58
4.6,1.899826970027860608206673249340102E-46
4.7,1.474345720711032895398903044486749E-34
4.8,5.512269362670294849550082750489816E-23
4.9,1.031306720276944158755388365844991E-11
5.0,1
5.1,51911900116.07117830315598634691840
5.2,1486856569562348417364.174342897856
5.3,24163693027711634003073795519400.67
5.4,2.287008853675070509893261579789516E+41
5.5,1.291628650298631104215594146644279E+51
5.6,4.452784226921135634609657268745166E+60
5.7,9.571333274177176592015436861552667E+69
5.8,1.308579330646882646182776015179745E+79
5.9,1.159364403999810016096672970714105E+88
6.0,6.774016645829348195213204733084594E+96
6.1,2.653631569245166726309989602014855E+105
6.2,7.078601399336969944365522059527007E+113
6.3,1.304745108038258299686984444343413E+122
6.4,1.684913281290015265344979806960377E+130
6.5,1.544453679968841697549695239334315E+138
6.6,1.017379154102761968198096954502398E+146
6.7,4.872834008752226891200162136246832E+153
6.8,1.715877789479628799419419866317255E+161
6.9,4.489160996468550570798368706237245E+168
7.0,8.813651492642895005065724323870927E+175
7.1,1.310934724527053386595958908289706E+183
7.2,1.490603916711035142114037600948960E+190
7.3,1.306870868749887042544543536524092E+197
7.4,8.907363037255858633795390873930366E+203
7.5,4.756670323604824872117715048537756E+210
7.6,2.005073907959685039799299858832939E+217
7.7,6.719255491768114732555560736374232E+223
7.8,1.802303836204035230578297630976568E+230
7.9,3.894702196125537351821169452785595E+236
8.0,6.822779329690534774087573314249917E+242
8.1,9.747105556193060372626694967548453E+248
8.2,1.142076519865780827272946609550007E+255
8.3,1.103558324770988042432579148506261E+261
8.4,8.840042073562116543435379248018452E+266
8.5,5.900094427753947879142514888909004E+272
8.6,3.296923886136847151749146882292240E+278
8.7,1.549607082710069585312435082020472E+284
8.8,6.153699140244934021632540072391548E+289
8.9,2.073567036635540253715081375075733E+295
9.0,5.953355571441609762965041433870760E+300
9.1,1.462161542815633277344096581658061E+306
9.2,3.083776870477045642279939535192673E+311
9.3,5.605680308212613780395945076427915E+316
9.4,8.814092516044838123025549573378572E+321
9.5,1.202879137384659705880814964977232E+327
9.6,1.429553361635523620649251006322449E+332
9.7,1.484231731319143090616852964610079E+337
9.8,1.350415331327308499124514945598152E+342
9.9,1.079923978017963080228049167030000E+347
10.0,7.612575493637385287001718167528960E+351
10.1,4.743441526031871387096456921801776E+356
10.2,2.619691795940500319512783822305860E+361
10.3,1.285685569863454240237984331057868E+366
